T40n1808_001:0492a03	曇無德部四分律刪補隨機	曇 無 德 部 四 分 律 刪 補 隨 機 
T40n1808_001:0492a04	羯磨序	羯 磨 序 
T40n1808_001:0492a06	京兆崇義寺沙門道宣集	京 兆 崇 義 寺 沙 門 道 宣 集 
T40n1808_001:0492a07	原夫大雄御寓。意惟拯拔一人。大教膺期總	原 夫 大 雄 御 寓 意 惟 拯 拔 一 人 大 教 膺 期 總 
T40n1808_001:0492a08	歸為顯一理。但由群生著欲。欲本所謂我心。	歸 為 顯 一 理 但 由 群 生 著 欲 欲 本 所 謂 我 心 
T40n1808_001:0492a09	故能隨其所懷。開示止心之法。然則心為生	故 能 隨 其 所 懷 開 示 止 心 之 法 然 則 心 為 生 
T40n1808_001:0492a10	欲之本。滅欲必止心元。止心由乎明慧。慧起	欲 之 本 滅 欲 必 止 心 元 止 心 由 乎 明 慧 慧 起 
T40n1808_001:0492a11	假於定發。發定之功非戒不弘。是故特須尊	假 於 定 發 發 定 之 功 非 戒 不 弘 是 故 特 須 尊 
T40n1808_001:0492a12	重於戒。故經云。戒為無上菩提本。應當一心	重 於 戒 故 經 云 戒 為 無上菩提 本 應 當 一 心 
T40n1808_001:0492a13	持淨戒。持戒之心要唯二轍。止持則戒本最	持 淨 戒 持 戒 之 心 要 唯 二 轍 止 持 則 戒 本 最 
T40n1808_001:0492a14	為標首。作持則羯磨結其大科。後進前修妙	為 標 首 作 持 則 羯 磨 結 其 大 科 後 進 前 修 妙 
T40n1808_001:0492a15	宗斯法。故律云。若不誦戒羯磨。盡形不離依	宗 斯 法 故 律 云 若 不 誦 戒 羯 磨 盡 形 不 離 依 
T40n1808_001:0492a16	止。自慧日西隱。法水東流。時兼像正人通	止 自 慧 日 西 隱 法 水 東 流 時 兼 像 正 人 通 
T40n1808_001:0492a17	淳薄。初則二部五部之殊。中則十八五百之	淳 薄 初 則 二 部 五 部 之 殊 中 則 十 八 五 百 之 
T40n1808_001:0492a18	別。末則眾鋒互舉各競先驅人。或從緣法無	別 末 則 眾 鋒 互 舉 各 競 先 驅 人 或 從 緣 法 無 
T40n1808_001:0492a19	傾墜。然則道由信發。弘之在人。人幾顛危法	傾 墜 然 則 道 由 信 發 弘 之 在 人 人 幾 顛 危 法 
T40n1808_001:0492a20	寧澄正。所以羯磨聖教綿歷古今。世漸增繁	寧 澄 正 所 以 羯 磨 聖 教 綿 歷 古 今 世 漸 增 繁 
