X10n0256_001:0435c03	大方廣圓覺脩多羅了義經略疏注序	大 方 廣 圓 覺 脩 多 羅 了 義 經 略 疏 注 序 
X10n0256_001:0435c05	唐終南山草堂寺沙門　宗密　述	唐 終 南 山 草 堂 寺 沙 門 宗 密 述 
X10n0256_001:0435c06	龍沙章江禪院沙門如山註序	龍 沙 章 江 禪 院 沙 門 如 山 註 序 
X10n0256_001:0435c07	(禪師諱宗密西川果州人業儒登進士嘗於遂州庠為學時道圓和尚從成都來因	 禪 師 諱 宗 密 西 川 果 州 人 業 儒 登 進 士 嘗 於 遂 州 庠 為 學 時 道 圓 和 尚 從 成 都 來 因 
X10n0256_001:0435c08	緣會合遂禮圓禪師出家落髮)。	緣 會 合 遂 禮 圓 禪 師 出 家 落 髮 
X10n0256_001:0435c09	元享利貞乾之德也始於一氣常樂我淨佛之德也	元 享 利 貞 乾 之 德 也 始 於 一 氣 常樂我淨 佛 之 德 也 
X10n0256_001:0435c10	本乎一心。(元者始也亨者通也利者和也貞者正也此乾之四德始於一氣即天地根本之元氣也	本 乎 一 心 元 者 始 也 亨 者 通 也 利 者 和 也 貞 者 正 也 此 乾 之 四 德 始 於 一 氣 即 天 地 根 本 之 元 氣 也 
X10n0256_001:0435c11	先舉儒學以顯至覺之理故曰常樂我淨常者非變易樂者出苦道我者聖所依淨者離垢染此佛之四德本	先 舉 儒 學 以 顯 至 覺 之 理 故 曰 常樂我淨 常 者 非 變 易 樂 者 出 苦 道 我 者 聖 所 依 淨 者 離 垢 染 此 佛 之 四 德 本 
X10n0256_001:0435c12	乎一心即諸佛本覺之妙心也)。專一氣而致柔脩一心而成道。(精持一氣	乎 一 心 即 諸 佛 本 覺 之 妙 心 也 專 一 氣 而 致 柔 脩 一 心 而 成 道 精 持 一 氣 
X10n0256_001:0435c13	柔順應物脩明一心道無不備)。心也者冲虗妙粹炳煥靈明無去無	柔 順 應 物 脩 明 一 心 道 無 不 備 心 也 者 冲 虗 妙 粹 炳 煥 靈 明 無 去 無 
X10n0256_001:0435c14	來冥通三際非中非外洞徹十方。(竪通橫通唯是一心豈去來中外之	來 冥 通 三 際 非 中 非 外 洞 徹 十 方 竪 通 橫 通 唯 是 一 心 豈 去 來 中 外 之 
X10n0256_001:0435c15	有乎)。不滅不生豈四山之可害離性離相奚五色之能	有 乎 不滅不生 豈 四 山 之 可 害 離 性 離 相 奚 五 色 之 能 
X10n0256_001:0435c16	盲。(四山即生老病死也生滅既盡諸佛現前有何物而可害乎性相雙離實無一法可當情豈五色能盲正	盲 四 山 即 生老病死 也 生 滅 既 盡 諸 佛 現 前 有 何 物 而 可 害 乎 性 相 雙 離 實 無 一 法 可 當 情 豈 五 色 能 盲 正 
X10n0256_001:0435c17	見乎)。處生死流驪珠獨耀於滄海。(此約菩薩悲願度生曰真如不昧善入生	見 乎 處 生 死 流 驪 珠 獨 耀 於 滄 海 此 約 菩 薩 悲 願 度 生 曰 真 如 不 昧 善 入 生 
