X18n0332_001:0001a06	 楞伽經參訂疏序	 楞 伽 經 參 訂 疏 序 
X18n0332_001:0001a08	楞伽參訂疏者。西吳沙門釋廣莫氏之編也。標玄	楞 伽 參 訂 疏 者 西 吳 沙 門 釋 廣 莫 氏 之 編 也 標 玄 
X18n0332_001:0001a09	訂謬。將以翼經而正心學。其亦佩心印者之流歟。	訂 謬 將 以 翼 經 而 正 心 學 其 亦 佩 心 印 者 之 流 歟 
X18n0332_001:0001a10	夫心學之難明也久矣。吾儒。上自唐虞之君。即曰。	夫 心 學 之 難 明 也 久 矣 吾 儒 上 自 唐 虞 之 君 即 曰 
X18n0332_001:0001a11	人心惟危。道心惟微。惟精惟一。允執厥中。此虞聖	人 心 惟 危 道 心 惟 微 惟 精 惟 一 允 執 厥 中 此 虞 聖 
X18n0332_001:0001a12	之傳大禹以為治平之常法也。先儒解曰。夫發於	之 傳 大 禹 以 為 治 平 之 常 法 也 先 儒 解 曰 夫 發 於 
X18n0332_001:0001a13	形氣者人心也。發於義理者道心也。人心易私而	形 氣 者 人 心 也 發 於 義 理 者 道 心 也 人 心 易 私 而 
X18n0332_001:0001a14	難公。故危。道心難明而易昧。故微。惟能精以察之。	難 公 故 危 道 心 難 明 而 易 昧 故 微 惟 能 精 以 察 之 
X18n0332_001:0001a15	而不雜形氣之私。一以守之。而純乎義理之正。天	而 不 雜 形 氣 之 私 一 以 守 之 而 純 乎 義 理 之 正 天 
X18n0332_001:0001a16	下後世。治平之道必本乎此耳。今夫竺乾氏之論	下 後 世 治 平 之 道 必 本 乎 此 耳 今 夫 竺 乾 氏 之 論 
X18n0332_001:0001a17	心也。則曰真心妄心。其所謂寂照冥通。空有不二。	心 也 則 曰 真 心 妄 心 其 所 謂 寂 照 冥 通 空 有 不 二 
X18n0332_001:0001a18	卓然而獨存者真心也。乃若根塵虗構。情想幻出	卓 然 而 獨 存 者 真 心 也 乃 若 根 塵 虗 構 情 想 幻 出 
X18n0332_001:0001a19	者妄心也。必使空諸妄而融諸真。然後為得其正。	者 妄 心 也 必 使 空 諸 妄 而 融 諸 真 然 後 為 得 其 正 
X18n0332_001:0001a20	則與吾儒所傳人心道心。名雖異而體實同也。大	則 與 吾 儒 所 傳 人 心 道 心 名 雖 異 而 體 實 同 也 大 
X18n0332_001:0001a21	率此心之邪正偏圓。而楞伽詳示之矣。然不獨指	率 此 心 之 邪 正 偏 圓 而 楞 伽 詳 示 之 矣 然 不 獨 指 
X18n0332_001:0001a22	其形氣之私。而又兼規乎識見之謬。則與吾儒格	其 形 氣 之 私 而 又 兼 規 乎 識 見 之 謬 則 與 吾 儒 格 
X18n0332_001:0001a23	致之學。意頗相符。信乎其為責善之功有補世教。	致 之 學 意 頗 相 符 信 乎 其 為 責 善 之 功 有 補 世 教 
X18n0332_001:0001a24	故我	故 我 
X18n0332_001:0001b01	太祖高皇帝。以天地高博之仁。	太 祖 高 皇 帝 以 天 地 高 博 之 仁 
X18n0332_001:0001b02	勅天下寺觀僧尼道俗。皆令傳習而講解此經。意使	勅 天 下 寺 觀 僧 尼 道 俗 皆 令 傳 習 而 講 解 此 經 意 使 
X18n0332_001:0001b03	人人得正其心輔揚	人 人 得 正 其 心 輔 揚 
X18n0332_001:0001b04	聖化。大矣哉	聖 化 大 矣 哉 
