X13n0287_001:0501a07	大佛頂首楞嚴經疏解蒙鈔目錄	大 佛 頂 首 楞 嚴 經 疏 解 蒙 鈔 目 錄 
X13n0287_001:0501a09	卷首	卷 首 
X13n0287_001:0501a10	一　古今疏解品目	一 古 今 疏 解 品 目 
X13n0287_001:0501a11	二　諮決疑義十科	二 諮 決 疑 義 十 科 
X13n0287_001:0501a12	第一卷	第 一 卷 
X13n0287_001:0501a13	一之一　經前十門懸敘	一 之 一 經 前 十 門 懸 敘 
X13n0287_001:0501a14	　經起如是我聞盡序分	 經 起 如是我聞 盡 序 分 
X13n0287_001:0501a15	一之二　起阿難見佛盡七處徵心竟	一 之 二 起 阿 難 見 佛 盡 七 處 徵 心 竟 
X13n0287_001:0501a16	一之三　起卷中爾時阿難盡卷末	一 之 三 起 卷 中 爾 時 阿 難 盡 卷 末 
X13n0287_001:0501a17	第二卷	第 二 卷 
X13n0287_001:0501a18	二之一　起爾時阿難盡含受十方國土	二 之 一 起 爾 時 阿 難 盡 含 受 十 方 國 土 
X13n0287_001:0501a19	二之二　起阿難白佛言盡及諸群塞亦復如是	二 之 二 起 阿 難 白 佛 言 盡 及 諸 群 塞 亦復如是 
X13n0287_001:0501a20	二之三　起阿難汝猶未明盡五陰非自然性	二 之 三 起 阿 難 汝 猶 未 明 盡 五 陰 非 自 然 性 
X13n0287_001:0501a21	第三卷	第 三 卷 
X13n0287_001:0501a22	三之一　起復次阿難云何六入盡十八界非自	三 之 一 起 復 次 阿 難 云 何 六 入 盡 十 八 界 非 自 
X13n0287_001:0501a23	然性	然 性 
X13n0287_001:0501a24	三之二　起阿難白佛盡七大文說偈讚佛	三 之 二 起 阿 難 白 佛 盡 七 大 文 說 偈 讚 佛 
X13n0287_001:0501b01	第四卷	第 四 卷 
X13n0287_001:0501b02	四之一　起富樓那問生起盡如何自欺尚留觀	四 之 一 起 富 樓 那 問 生 起 盡 如 何 自 欺 尚 留 觀 
X13n0287_001:0501b03	聽	聽 
X13n0287_001:0501b04	四之二　起阿難及諸大眾盡云何不成無上知	四 之 二 起 阿 難 及 諸 大 眾 盡 云 何 不 成 無 上 知 
X13n0287_001:0501b05	覺	覺 
X13n0287_001:0501b06	第五卷	第 五 卷 
X13n0287_001:0501b07	五之一　起阿難白佛盡從三摩地得無生忍	五 之 一 起 阿 難 白 佛 盡 從 三 摩 地 得無生忍 
X13n0287_001:0501b08	五之二　起阿難請問圓通盡二十四聖說竟	五 之 二 起 阿 難 請 問 圓 通 盡 二 十 四 聖 說 竟 
X13n0287_001:0501b09	第六卷	第 六 卷 
X13n0287_001:0501b10	六之一　起觀音說圓通盡觀音名徧十方界	六 之 一 起 觀 音 說 圓 通 盡 觀 音 名 徧 十 方 界 
X13n0287_001:0501b11	六之二　起世尊放光現瑞盡文殊說偈獲益	六 之 二 起 世 尊 放 光 現 瑞 盡 文 殊 說 偈 獲 益 
X13n0287_001:0501b12	六之三　起阿難請問修行盡六種清淨明誨	六 之 三 起 阿 難 請 問 修 行 盡 六 種 清 淨 明 誨 
X13n0287_001:0501b13	第七卷	第 七 卷 
X13n0287_001:0501b14	七之一　起阿難汝問攝心盡如來宣說神呪	七 之 一 起 阿 難 汝 問 攝 心 盡 如 來 宣 說 神 呪 
X13n0287_001:0501b15	七之二　起阿難問漸次修行盡眾生十二種類	七 之 二 起 阿 難 問 漸 次 修 行 盡 眾 生 十 二 種 類 
X13n0287_001:0501b16	第八卷	第 八 卷 
X13n0287_001:0501b17	八之一　起阿難如是眾生盡四加行位	八 之 一 起 阿 難 如 是 眾 生 盡 四 加 行 位 
X13n0287_001:0501b18	八之二　起十地位盡結經汝當奉持	八 之 二 起 十 地 位 盡 結 經 汝 當 奉 持 
X13n0287_001:0501b19	八之三　起阿難請問六道盡十種仙趣	八 之 三 起 阿 難 請 問 六 道 盡 十 種 仙 趣 
X13n0287_001:0501b20	八之四　起阿難諸世間盡自此已往名為欲界	八 之 四 起 阿 難 諸 世 間 盡 自 此 已 往 名 為 欲 界 
X13n0287_001:0501b21	第九卷	第 九 卷 
X13n0287_001:0501b22	九之一　起色界一十八天盡總結精研七趣	九 之 一 起 色 界 一 十 八 天 盡 總 結 精 研 七 趣 
X13n0287_001:0501b23	九之二　起如來將罷法座盡想陰十種魔事	九 之 二 起 如 來 將 罷 法 座 盡 想 陰 十 種 魔 事 
X13n0287_001:0501c01	第十卷	第 十 卷 
X13n0287_001:0501c02	十之一　起阿難諸善男子盡行陰十種心魔	十 之 一 起 阿 難 諸 善 男 子 盡 行 陰 十 種 心 魔 
X13n0287_001:0501c03	十之二　起識陰十種見魔盡修進最後垂範	十 之 二 起 識 陰 十 種 見 魔 盡 修 進 最 後 垂 範 
X13n0287_001:0501c04	十之三　起阿難重復白佛盡流通作禮而去	十 之 三 起 阿 難 重 復 白 佛 盡 流 通 作 禮 而 去 
X13n0287_001:0501c05	卷末佛頂五錄	卷 末 佛 頂 五 錄 
X13n0287_001:0501c06	一佛頂圖錄	一 佛 頂 圖 錄 
X13n0287_001:0501c07	二佛頂序錄	二 佛 頂 序 錄 
X13n0287_001:0501c08	三佛頂枝錄(中分七)	三 佛 頂 枝 錄 中 分 七 
X13n0287_001:0501c09	四佛頂通錄(上下)	四 佛 頂 通 錄 上 下 
X13n0287_001:0501c10	五佛頂宗錄(中分三　一垂示宗旨上下　二參會公案　三舉拈偈頌)	五 佛 頂 宗 錄 中 分 三 一 垂 示 宗 旨 上 下 二 參 會 公 案 三 舉 拈 偈 頌 
X13n0287_001:0501c18	 佛頂蒙鈔目錄後記	 佛 頂 蒙 鈔 目 錄 後 記 
X13n0287_001:0501c20	萬曆己亥之歲蒙年一十有八。我	萬 曆 己 亥 之 歲 蒙 年 一 十 有 八 我 
X13n0287_001:0501c21	神宗顯皇帝二十有七年也。帖括之暇。先宮保命閱	神 宗 顯 皇 帝 二 十 有 七 年 也 帖 括 之 暇 先 宮 保 命 閱 
X13n0287_001:0501c22	首楞嚴經。中秋之夕。讀眾生業果一章。忽發深省。寥	首 楞 嚴 經 中 秋 之 夕 讀 眾 生 業 果 一 章 忽 發 深 省 寥 
X13n0287_001:0501c23	然如凉風振簫。晨鐘扣枕。夜夢至一空堂。	然 如 凉 風 振 簫 晨 鐘 扣 枕 夜 夢 至 一 空 堂 
X13n0287_001:0501c24	世尊南面凝立。眉間白毫相光。昱昱面門。佛身衣袂。	世 尊 南 面 凝 立 眉間白毫相光 昱 昱 面 門 佛 身 衣 袂 
X13n0287_001:0502a01	皆涌現白光中。旁有人傳呼禮佛。蒙趨進禮拜已。手	皆 涌 現 白 光 中 旁 有 人 傳 呼 禮 佛 蒙 趨 進 禮 拜 已 手 
X13n0287_001:0502a02	捧經函。中貯金剛楞嚴二經。大學一書。　世尊手取	捧 經 函 中 貯 金 剛 楞 嚴 二 經 大 學 一 書 世 尊 手 取 
X13n0287_001:0502a03	楞嚴。壓金剛上。仍面命曰。世人知持誦金剛福德。不	楞 嚴 壓 金 剛 上 仍 面 命 曰 世 人 知 持 誦 金 剛 福 德 不 
X13n0287_001:0502a04	知持誦楞嚴。福德尤大。蒙復跪接經函。肅拜而起。既	知 持 誦 楞 嚴 福 德 尤 大 蒙 復 跪 接 經 函 肅 拜 而 起 既 
X13n0287_001:0502a05	寤。金口圓音。落落在耳。由是憶想隔生。思惟昔夢。染	寤 金 口 圓 音 落 落 在 耳 由 是 憶 想 隔 生 思 惟 昔 夢 染 
X13n0287_001:0502a06	神浹骨。諦信不疑矣。備官詞林。討論典故。聞嘉靖中。	神 浹 骨 諦 信 不 疑 矣 備 官 詞 林 討 論 典 故 聞 嘉 靖 中 
X13n0287_001:0502a07	內江趙大洲教習庶吉士。課讀楞嚴。謂諸君年長四	內 江 趙 大 洲 教 習 庶 吉 士 課 讀 楞 嚴 謂 諸 君 年 長 四 
X13n0287_001:0502a08	十。少亦三十。不以此時讀此經。待何時耶。三復斯語。	十 少 亦 三 十 不 以 此 時 讀 此 經 待 何 時 耶 三 復 斯 語 
X13n0287_001:0502a09	鞭影入心。不自知口呿齒擊。急杵撞胸也。頓踣仕途。	鞭 影 入 心 不 自 知 口 呿 齒 擊 急 杵 撞 胸 也 頓 踣 仕 途 
