X44n0750_001:0874b06	 佛說目連五百問經略解序	 佛 說 目 連 五 百 問 經 略 解 序 
X44n0750_001:0874b08	原夫此經二卷。律宗該攝。文辭昭著。義趣幽深。乃初	原 夫 此 經 二 卷 律 宗 該 攝 文 辭 昭 著 義 趣 幽 深 乃 初 
X44n0750_001:0874b09	心入道之樞機。末運修行之關鍵也。第失譯人之名	心 入 道 之 樞 機 末 運 修 行 之 關 鍵 也 第 失 譯 人 之 名 
X44n0750_001:0874b10	目。有疑非佛之親宣。噫若非采菽氏之大權示現。五	目 有 疑 非 佛 之 親 宣 噫 若 非 采 菽 氏 之 大 權 示 現 五 
X44n0750_001:0874b11	百請何易咨詢。自弗釋迦文之至聖深慈。半千酬恐	百 請 何 易 咨 詢 自 弗 釋 迦 文 之 至 聖 深 慈 半 千 酬 恐 
X44n0750_001:0874b12	難報答。矧乎經中言言盡明學處。句句咸暢毗尼。必	難 報 答 矧 乎 經 中 言 言 盡 明 學 處 句 句 咸 暢 毗 尼 必 
X44n0750_001:0874b13	也聖賢之所自斷。非常人之所能。奚惑之有哉。當知	也 聖 賢 之 所 自 斷 非 常 人 之 所 能 奚 惑 之 有 哉 當 知 
X44n0750_001:0874b14	此正如來異妙方便。助發實相義者。寧不思之乎。倘	此 正 如 來 異 妙 方 便 助 發 實 相 義 者 寧 不 思 之 乎 倘 
X44n0750_001:0874b15	固疑而不信者。謗法之尤。恐難追逭也。願吾儕深信	固 疑 而 不 信 者 謗 法 之 尤 恐 難 追 逭 也 願 吾 儕 深 信 
X44n0750_001:0874b16	深入。慎勿憚其名相多端。忽而不學。定宜熟覽斯文。	深 入 慎 勿 憚 其 名 相 多 端 忽 而 不 學 定 宜 熟 覽 斯 文 
X44n0750_001:0874b17	謹潔身心。依而奉行者。庶不失於戒體。抑且嚴護威	謹 潔 身 心 依 而 奉 行 者 庶 不 失 於 戒 體 抑 且 嚴 護 威 
X44n0750_001:0874b18	儀。因戒生定。因定發慧。三學圓明。無上菩提必亦由	儀 因 戒 生 定 因 定 發 慧 三 學 圓 明 無上菩提 必 亦 由 
X44n0750_001:0874b19	茲而成就也。然而文雖顯著。恐蒙學初心猶未諳其	茲 而 成 就 也 然 而 文 雖 顯 著 恐 蒙 學 初 心 猶 未 諳 其 
X44n0750_001:0874b20	旨趣。近有幾家疏註。文雖頗足。而亦未盡其詳。故吾	旨 趣 近 有 幾 家 疏 註 文 雖 頗 足 而 亦 未 盡 其 詳 故 吾 
X44n0750_001:0874b21	不得已。而重箋釋之。目為略解。以便後昆。用廣流傳。	不 得 已 而 重 箋 釋 之 目 為 略 解 以 便 後 昆 用 廣 流 傳 
